"female","age","race_white","race_black","race_hispanic","hgrd","hgrdmissdum","educ_geddiploma","educ_hsdiploma","ntv_engl","marstat_divorced","marstat_separated","marstat_livetogunm","marstat_married","haschldY0","everwkd","mwearn","hohhd0","peopleathome","peopleathomemissdum","nonres","g10","g10missdum","g12","g12missdum","hgrd_mum","hgrd_mummissdum","hgrd_dad","hgrd_dadmissdum","work_dad_didnotwork","g2","g5","g7","welfare_child","welfare_childmissdum","h1_fair_poor","h2","h10","h10missdum","h25","h25missdum","h29","h5","h5missdum","h7","h7missdum","i1","i10","e12","e12missdum","e16","e16missdum","e21","e24usd","e24usdmissdum","e30","e30missdum","e31","e32","e35","e35missdum","e37","e6_byphone","e8_recruitersoffice","e9ef"
1,19,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
0,22,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0,1,8,0,1,0,1,1,1,0,1,1,0,24
0,16,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,1,0,1,9,0,2,0,2,1,1,0,0,1,0,0
0,20,0,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,5,0,0,1,12,0,11,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,0,3,0,1,0,1,1,0,1,2,1,0,1,0,1,0
0,20,0,1,0,11,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,12,0,12,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,0,1,0,0,0,1,3,0,1,1,1,0,0,0,0,0
1,18,1,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,7,0,1,0,9,0,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,0,2,0,1,0,1,1,0,2,1,1,0,0,0,0,0
0,21,1,0,0,8,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,2,0,1,0,12,0,12,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,4,0,1,0,4,0,1,0,1,5,0,1,0,1,1,1,0,0,0,0,6
0,16,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,0,4,0,1,5,0,1,0,1,1,1,0,0,0,0,0
1,21,0,1,0,11,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,12,0,12,0,0,1,0,1,2,0,0,0,2,0,0,1,0,2,0,3,0,0,0,2,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0
0,22,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,1,12,0,0,0,0,0,2,0,0,0,4,0,0,1,0,1,0,3,0,0,0,1,0,5,0,1,10,0,1,0,2,1,1,0,0,0,1,24
0,24,0,1,0,12,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,11,0,15,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,3,0,1,0,3,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,24
1,18,0,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,10,0,12,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,4,0,0,0,3,0,5,0,0,0,1,2,0,2,1,1,0,1,1,0,0
1,21,0,1,0,11,0,1,0,1,0,0,0,0,1,0,0,1,4,0,0,3,0,0,1,10,0,2,0,0,1,0,1,4,0,0,0,0,1,0,1,0,3,0,0,0,1,0,2,0,2,0,1,15,0,1,0,1,1,1,0,1,0,0,0
0,18,0,0,1,9,0,0,0,0,0,0,0,0,0,0,30,0,4,0,1,0,1,0,1,12,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,1,2,1,0,0,0,0,0
0,19,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,0,2,0,4,0,1,15,0,1,0,1,1,1,0,0,0,0,0
1,17,0,1,0,10,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,1,0,1,0,11,0,0,1,0,0,1,0,4,0,0,0,0,1,0,1,0,2,0,4,0,0,0,2,0,1,0,1,0,1,1,0,2,1,1,0,0,1,0,0
0,16,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,1,3,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,5,0,1,0,1,1,0,2,2,1,0,0,0,0,24
0,19,0,1,0,11,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,11,0,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,1,1,0,2,1,1,0,0,0,0,0
1,16,0,1,0,8,0,0,0,1,0,0,0,0,0,0,401,0,3,0,0,7,0,1,0,12,0,11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,30,0,1,0,2,1,1,0,0,0,1,0
1,16,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,12,0,12,0,1,0,0,1,4,0,0,0,2,0,0,1,0,2,0,4,0,0,0,1,0,2,0,1,0,1,1,0,3,2,1,0,1,0,0,0
0,16,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,12,0,12,0,0,0,1,0,1,0,0,0,4,0,0,1,0,4,0,4,0,0,0,3,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,24
1,16,0,0,1,10,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,1,0,1,12,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,2,0,0,0,3,0,1,0,1,0,1,1,0,2,1,1,0,1,1,0,12
1,20,0,1,0,11,0,0,0,1,0,0,0,0,1,0,0,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,3,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0
0,20,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,10,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,0,0,2,0,1,0,1,5,0,1,0,1,1,1,0,0,0,1,24
0,22,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,7,0,0,1,12,0,12,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,2,0,2,0,1,9,0,2,0,2,1,1,0,0,0,0,12
1,19,0,0,1,12,0,0,1,1,0,0,0,0,0,0,50,0,3,0,0,0,1,1,0,12,0,8,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,1,0,1,1,0,1,3,1,0,0,1,0,0
1,16,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,12,0,12,0,0,1,0,1,4,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,1,0,1,1,0,2,1,1,0,0,1,0,0
1,18,0,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,1,0,1,0,1,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,4,0,1,0,1,2,0,2,1,1,0,1,0,0,0
0,21,0,1,0,12,0,0,1,1,0,0,0,1,0,0,0,1,10,0,1,0,1,0,1,12,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,1,0,1,1,3,0,3,0,1,0,1,2,0,2,3,2,0,0,1,0,0
0,19,0,1,0,11,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,3,0,0,1,12,0,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,3,0,1,0,2,0,2,0,1,9,0,1,0,2,2,1,0,1,0,1,24
0,16,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,12,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,4,0,0,1,0,0,3,0,1,0,1,0,1,1,0,2,1,1,0,0,0,0,0
1,18,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,0,0,1,12,0,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,3,0,1,0,1,0,1,1,0,1,2,1,0,0,0,0,0
0,17,0,1,0,10,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,1,0,12,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,4,0,0,0,2,0,2,0,1,6,0,2,0,3,1,1,0,0,1,0,0
1,16,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,1,12,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,0,4,0,0,0,2,0,2,0,1,0,1,2,0,3,1,1,0,0,1,0,6
0,19,1,0,0,10,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,4,0,0,1,11,0,12,0,0,0,0,0,2,0,0,0,2,0,4,0,0,2,0,4,0,0,0,3,0,1,0,1,5.25,0,2,0,2,2,1,0,1,1,0,9
1,16,0,0,1,9,0,0,0,1,0,0,0,0,0,0,100,0,2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,4,0,1,0,2,0,0,1,0,1,0,4,0,0,0,4,0,1,0,1,12,0,1,0,1,1,1,0,0,1,0,24
0,18,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,12,0,12,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,3,0,2,0,1,7,0,1,0,1,1,1,0,1,1,0,6
0,16,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,14,0,14,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,3,0,0,0,1,0,2,0,0,10,0,1,0,1,1,1,0,0,1,0,12
1,21,0,0,1,13,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,11,0,15,0,0,0,0,1,1,0,0,0,0,1,0,1,0,4,0,4,0,0,0,4,0,1,0,1,7,0,1,0,2,2,1,0,0,1,0,0
0,18,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,0,0,1,12,0,18,0,0,0,0,1,2,0,0,0,2,0,0,1,0,1,0,4,0,1,0,2,0,1,0,1,7,0,2,0,1,2,1,0,0,0,0,0
0,16,0,0,1,9,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,1,0,0,1,0,1,10,0,0,0,0,0,4,0,0,0,4,0,0,1,0,1,0,4,0,0,0,3,0,1,0,1,0,1,1,0,2,2,1,0,1,0,0,24
0,17,0,1,0,9,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,4,0,1,0,12,0,12,0,1,0,1,0,4,0,0,0,3,0,0,1,0,0,1,4,0,0,0,1,0,1,0,1,7.25,0,1,0,1,1,1,0,0,0,0,0
0,16,1,0,0,8,0,0,0,1,0,0,0,0,0,0,30,0,4,0,0,7,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,1,6,0,1,0,1,1,1,0,0,0,0,0
0,20,1,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,8,0,9,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,4,0,1,0,2,0,5,0,1,0,1,1,0,2,1,1,0,1,1,0,6
0,18,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,1,1,0,0,0,1,1,1,0,5,0,1,0,1,1,0,2,2,1,0,1,1,0,24
0,20,0,1,0,10,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,3,0,0,0,1,1,0,3,3,1,0,0,1,0,24
1,20,0,1,0,12,0,0,1,1,0,0,0,0,1,1,0,1,2,0,0,1,0,0,1,11,0,0,1,0,1,0,1,4,0,0,0,0,1,0,1,0,0,1,3,0,0,0,2,0,1,0,1,10,0,1,0,2,1,1,0,1,1,0,6
1,17,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,12,0,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,15,0,1,0,1,1,1,0,0,0,1,8
1,19,0,0,1,9,0,0,0,0,0,0,0,0,0,0,50,0,5,0,0,0,1,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2,0,1,1,1,0,1,0,0,0
0,20,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,0,2,0,1,10,0,1,0,1,1,1,0,0,1,0,24
0,19,1,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,11,0,11,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,4,0,0,0,3,0,2,0,1,0,1,1,0,1,1,1,0,0,1,0,6
0,19,0,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,12,0,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,1,0,0,2,0,1,0,1,5,0,1,0,1,1,1,0,1,1,0,7
1,24,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,2,0,1,0,1,0,1,1,0,0
0,17,1,0,0,9,0,1,0,1,0,0,0,0,0,0,312.5,0,0,0,0,1,0,0,1,16,0,16,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0,0,1,0,2,0,1,0,1,1,0,3,3,1,0,0,0,0,0
1,22,0,1,0,10,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,2,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0,1,0,1,1,0,2,2,1,0,0,0,0,0
1,17,0,1,0,9,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,4,0,1,0,11,0,8,0,0,0,1,1,1,0,0,0,0,1,0,1,0,4,0,4,0,1,1,3,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,6
1,17,0,1,0,10,0,0,0,1,0,0,0,0,1,1,0,0,7,0,1,0,1,1,0,12,0,8,0,0,1,0,1,3,0,0,0,0,1,0,1,0,1,0,4,0,0,0,2,0,1,0,1,6,0,1,0,2,2,1,0,0,0,0,7
0,17,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,2,0,1,0,0,1,0,1,0,0,0,1,3,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,1,1,0,2,3,1,0,0,0,1,12
0,17,0,1,0,11,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,12,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,4,0,0,0,1,0,2,0,0,0,1,1,0,2,1,1,0,1,0,0,0
1,18,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,16,0,14,0,0,0,0,0,3,0,1,0,0,1,0,1,0,4,0,0,1,1,0,4,0,5,0,1,0,1,2,0,3,1,1,0,1,1,0,0
1,19,0,1,0,11,0,0,0,1,0,0,0,0,1,0,300,1,1,0,1,2,0,0,1,14,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,1,9.25,0,2,0,2,2,1,0,0,0,1,0
0,16,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,12,0,12,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,2,1,1,0,1,0,0,0
0,18,0,1,0,10,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,12,0,12,0,1,0,1,1,2,0,0,0,0,1,0,1,0,1,0,3,0,1,1,1,0,1,0,1,0,1,2,0,2,1,1,0,0,1,0,24
0,21,0,1,0,12,0,0,1,1,0,1,0,0,1,0,1300,0,3,0,0,4,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,3,0,1,0,1,0,1,1,0,1,2,1,0,0,0,1,0
1,17,0,1,0,10,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,11,0,0,1,0,0,0,1,4,0,0,0,4,0,0,1,0,0,1,3,0,1,0,2,0,1,0,1,5,0,1,0,1,1,1,0,0,1,0,0
0,21,0,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0
0,16,0,1,0,9,0,0,0,1,0,0,0,0,0,0,12,0,5,0,0,1,0,0,1,0,1,6,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,1,4,0,1,0,2,0,2,0,1,0,1,1,0,1,1,1,0,0,0,1,0
1,19,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,1,12,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,4,0,0,0,3,0,2,0,1,6,0,2,0,3,1,1,0,1,1,0,0
0,17,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,12,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,1,1,0,1,1,1,0,0,0,0,0
0,17,0,1,0,10,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,12,0,16,0,0,0,0,1,2,0,0,0,4,0,0,1,0,4,0,4,0,1,0,1,0,2,0,0,0,1,2,0,1,1,1,0,0,0,1,0
1,16,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,12,0,12,0,0,0,1,0,1,0,0,0,3,0,0,1,0,4,0,4,0,1,0,2,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,12
0,18,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,12,0,12,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,4,0,0,0,1,0,1,0,1,8,0,1,0,1,1,1,0,0,0,0,24
1,16,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,1,1,0,1,3,1,0,1,0,0,24
0,20,0,1,0,12,0,0,1,1,0,0,0,0,0,0,300,0,4,0,0,2,0,0,1,12,0,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,1,0,1,1,0,2,2,1,0,0,0,1,24
1,17,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,1,0,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,2,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
1,20,1,0,0,12,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,4,0,1,0,12,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,1,6,0,2,0,3,1,1,0,1,1,0,0
0,16,1,0,0,9,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,7,0,1,0,12,0,12,0,0,0,0,0,1,0,1,0,4,0,0,1,1,2,0,4,0,0,0,3,0,1,0,1,5,0,2,0,1,1,1,0,1,1,0,1
1,19,1,0,0,12,0,0,1,1,0,0,0,0,0,0,150,0,3,0,0,1,0,0,1,10,0,16,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0
1,19,0,1,0,12,0,0,1,1,0,0,0,0,0,1,0,0,6,0,1,0,1,1,0,12,0,0,1,0,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,0,2,1,1,0,0,0,1,0
1,18,1,0,0,12,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,12,0,0,1,0,0,0,0,4,0,0,0,4,0,0,1,1,1,0,4,0,0,0,1,0,2,0,1,0,1,1,0,1,2,1,0,1,0,0,12
0,16,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,10,0,0,1,0,1,1,1,3,0,0,0,0,1,0,1,0,0,1,3,0,1,0,1,0,2,0,0,0,1,1,0,2,1,1,0,0,1,0,0
0,20,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,4,0,0,1,11,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,1,6,0,2,0,3,2,1,0,0,1,0,0
0,19,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,1,15,0,2,0,2,2,1,0,1,0,0,0
0,21,1,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,0,1,0,1,12,0,9,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,4,0,0,0,4,0,1,0,1,32,0,3,0,2,2,1,0,0,0,0,0
1,18,0,0,1,12,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,7,0,7,0,0,0,0,0,3,0,0,0,0,1,0,1,0,4,0,4,0,0,0,3,0,1,0,1,7,0,1,0,2,2,1,0,0,1,0,0
1,16,0,1,0,10,0,0,0,1,0,0,0,0,0,0,111,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0,1,0,1,2,0,2,2,1,0,1,1,0,6
0,16,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,14,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,1,0,4,0,0,0,2,0,1,0,1,6,0,2,0,2,2,1,0,0,1,0,0
0,20,1,0,0,11,0,0,0,1,0,0,0,0,0,0,475,0,4,0,1,7,0,0,1,8,0,12,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,1,0,2,0,1,0,1,0,1,2,0,1,2,1,0,0,0,0,0
0,24,1,0,0,12,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,12,0,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,0,0,2,0,2,0,1,14,0,1,0,2,1,1,0,1,0,1,12
0,23,0,1,0,10,0,1,0,1,0,0,0,1,1,0,350,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,4,0,0,0,0,1,0,1,0,1,0,3,0,0,0,2,0,1,0,1,8,0,2,0,2,2,1,0,0,0,1,12
0,19,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,17,0,11,0,0,1,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,7.5,0,3,0,2,2,1,0,0,0,1,0
1,18,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,6,0,0,1,0,0,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,1,0,1,0,1,2,0,2,1,1,0,1,1,0,0
0,21,0,0,1,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,12,0,16,0,0,0,0,0,1,0,0,0,3,0,0,1,0,2,0,2,0,1,0,2,0,2,0,1,10,0,2,0,1,3,2,0,1,1,0,0
0,18,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,12,0,12,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,3,0,1,0,3,0,1,0,1,19,0,1,0,1,1,1,0,0,1,0,0
0,21,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,12,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,4,0,0,0,1,0,2,0,1,0,1,1,0,1,1,1,0,1,1,0,0
0,17,1,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,16,0,12,0,0,0,0,0,1,0,1,0,4,0,0,1,0,1,0,4,0,1,1,2,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
0,18,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6,0,1,0,12,0,12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,1,0,1,2,0,2,1,2,0,1,1,0,0
0,22,0,0,1,10,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,5,0,0,1,6,0,6,0,1,0,0,1,3,0,0,0,0,1,0,1,0,2,0,0,1,1,1,2,0,1,0,1,9,0,1,0,1,1,1,0,0,0,0,12
1,16,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,13,0,16,0,0,1,0,1,4,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0
1,16,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,12,0,0,1,0,0,1,1,2,0,0,0,3,0,0,1,0,4,0,4,0,0,0,2,0,2,0,1,0,1,2,0,3,1,1,0,0,0,0,0
1,19,0,1,0,12,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,14,0,0,1,0,1,0,1,4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,5,0,1,0,1,1,0,1,3,1,0,0,0,1,0
0,16,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,1,8,0,1,0,2,1,1,0,1,0,1,12
0,19,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,12,0,12,0,0,0,0,1,4,0,1,0,0,0,0,1,0,1,0,3,0,0,0,1,0,2,0,0,9,0,1,0,2,1,1,0,0,0,1,24
1,19,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,12,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,4,0,3,0,1,3,1,0,2,0,1,7,0,1,0,1,1,1,0,0,1,0,12
